policy_id,customer_id,customer_age,customer_gender,marital_status,num_dependents,country,income_band,product_type,coverage_amount,premium,payment_frequency,policy_start_date,policy_end_date,tenure_months,renewal_count,acquisition_channel,agent_id,discount_applied,discount_rate,has_rider,num_riders,critical_illness_rider,disability_rider,late_payment_count,customer_service_calls,beneficiary_updated,premium_change_pct,churned,churn_reason,snapshot_date,data_version
P005618,C001485,25,M,Widowed,4,IT,Mid,Term,210000,133.16,Quarterly,16/04/2010,,172,14,Agent,A1051,FALSE,,TRUE,2,TRUE,FALSE,0,1,FALSE,-0.01,FALSE,,30/06/2024,v1.0
P005619,C002060,20,F,Single,3,IT,Mid,Whole,225000,271.12,Annual,26/10/2021,,32,2,Agent,A1092,FALSE,,FALSE,0,FALSE,FALSE,1,0,FALSE,-0.07,FALSE,,30/06/2024,v1.0
P005620,C002950,43,M,Married,1,UK,Mid,Term,289000,203.63,Monthly,31/01/2018,,78,6,Agent,A1049,FALSE,,TRUE,1,TRUE,FALSE,2,1,FALSE,0.16,FALSE,,30/06/2024,v1.0
P005621,C002431,37,M,Married,0,IT,Mid,Term,554000,457.37,Monthly,03/11/2013,,129,10,Employer,,FALSE,,TRUE,1,FALSE,FALSE,1,1,FALSE,-0.09,FALSE,,30/06/2024,v1.0
P005622,C000555,47,F,Single,3,FR,Ultra,Term,77000,53.38,Monthly,31/01/2011,,163,13,Bank,,FALSE,,FALSE,0,FALSE,FALSE,1,0,FALSE,-0.09,FALSE,,30/06/2024,v1.0
P005623,C002934,46,F,Married,1,US,High,Whole,225000,286.12,Monthly,12/06/2011,01/02/2013,20,1,Online,,TRUE,0.15,FALSE,0,FALSE,FALSE,0,0,FALSE,0.12,TRUE,Price,30/06/2024,v1.0
P005624,C000018,25,F,Single,2,US,Low,Term,71000,46.2,Monthly,25/07/2018,,72,6,Online,,FALSE,,FALSE,0,FALSE,FALSE,1,0,FALSE,0.19,FALSE,,30/06/2024,v1.0
P005625,C000574,23,F,Single,2,US,Mid,Universal,129000,95.89,Annual,23/02/2017,,89,7,Agent,A1004,FALSE,,TRUE,0,TRUE,FALSE,0,1,TRUE,0.16,FALSE,,30/06/2024,v1.0
P005626,C002798,48,F,Single,4,US,Low,Term,135000,100.65,Annual,19/07/2022,,23,1,Online,,FALSE,,FALSE,0,FALSE,FALSE,1,2,FALSE,0.06,FALSE,,30/06/2024,v1.0
P005627,C001003,46,F,Widowed,0,UK,Mid,Term,114000,100.4,Monthly,09/03/2019,,64,5,Agent,A1099,TRUE,0.17,FALSE,0,FALSE,FALSE,1,2,FALSE,0.07,FALSE,,30/06/2024,v1.0
P005628,C002466,39,F,Married,0,UK,Low,Universal,283000,343.7,Quarterly,30/08/2019,,58,4,Agent,A1077,FALSE,,TRUE,1,FALSE,TRUE,1,2,FALSE,0.09,FALSE,,30/06/2024,v1.0
P005629,C002466,25,F,Married,1,UK,Mid,Whole,270000,381.32,Monthly,15/10/2015,,106,8,Employer,,TRUE,0.11,FALSE,0,FALSE,FALSE,1,0,TRUE,-0.01,FALSE,,30/06/2024,v1.0
P005630,C001938,50,F,Married,3,US,Low,Term,99000,82.29,Annual,12/03/2010,,174,14,Agent,A1081,FALSE,,TRUE,1,FALSE,FALSE,1,0,TRUE,0.02,FALSE,,30/06/2024,v1.0
P005631,C001939,60,M,Single,1,FR,,Universal,283000,273.65,Monthly,30/01/2018,,78,6,Online,,FALSE,,FALSE,0,FALSE,FALSE,4,1,TRUE,0.05,FALSE,,30/06/2024,v1.0
P005632,C001635,48,M,Married,3,US,Low,Whole,194000,220.08,Annual,07/04/2020,,51,4,Agent,A1051,FALSE,,FALSE,0,FALSE,FALSE,0,1,FALSE,0.05,FALSE,,30/06/2024,v1.0
P005633,C001698,34,M,Married,1,US,High,Whole,145000,127.77,Monthly,06/01/2024,28/08/2025,20,1,Online,,FALSE,,TRUE,2,TRUE,FALSE,0,3,TRUE,0.14,TRUE,Replacement,30/06/2024,v1.0
P005634,C002169,45,F,Single,1,ES,Mid,Universal,74000,85.26,Monthly,16/12/2014,21/10/2019,59,4,Employer,,FALSE,,FALSE,0,FALSE,FALSE,0,1,TRUE,-0.17,TRUE,Price,30/06/2024,v1.0
P005635,C000431,28,M,Married,2,US,High,Term,54000,35.21,Monthly,30/05/2015,,110,9,Bank,,FALSE,,FALSE,0,FALSE,FALSE,0,0,FALSE,0.12,FALSE,,30/06/2024,v1.0
P005636,C002091,57,F,Single,3,US,,Term,108000,80.8,Monthly,02/11/2018,,68,5,Online,,FALSE,,TRUE,3,FALSE,TRUE,0,2,FALSE,0.07,FALSE,,30/06/2024,v1.0
P005637,C001895,45,F,Single,0,DE,Ultra,Whole,219000,227.16,Monthly,07/07/2015,,109,9,Bank,,TRUE,0.23,TRUE,1,FALSE,FALSE,1,0,FALSE,-0.04,FALSE,,30/06/2024,v1.0
P005638,C001943,23,F,Divorced,1,IT,Mid,Term,287000,176.58,Quarterly,10/02/2021,,41,3,Agent,A1030,TRUE,0.1,FALSE,0,FALSE,FALSE,0,0,FALSE,0.05,FALSE,,30/06/2024,v1.0
P005639,C001340,41,M,Married,0,US,Mid,Universal,36000,45.99,Quarterly,24/05/2024,,1,0,Agent,A1031,FALSE,,TRUE,2,FALSE,FALSE,0,2,FALSE,0.05,FALSE,,30/06/2024,v1.0
P005640,C002428,50,F,Married,3,DE,Low,Term,553000,383.96,Annual,30/07/2023,,11,0,Agent,A1052,FALSE,,TRUE,4,TRUE,FALSE,0,1,TRUE,0.03,FALSE,,30/06/2024,v1.0
P005641,C000144,41,M,Married,0,IT,Mid,Term,88000,56.24,Monthly,15/07/2017,29/06/2020,36,3,Bank,,FALSE,,TRUE,1,FALSE,FALSE,0,2,FALSE,-0.02,TRUE,Replacement,30/06/2024,v1.0
P005642,C002410,41,F,Married,3,US,,Term,115000,80.52,Quarterly,04/02/2016,,102,8,Online,,TRUE,0.1,FALSE,0,FALSE,FALSE,0,1,FALSE,-0.14,FALSE,,30/06/2024,v1.0
P005643,C001073,30,F,Married,1,US,Low,Whole,164000,231.7,Quarterly,29/09/2016,22/11/2023,87,7,Agent,A1028,FALSE,,FALSE,0,FALSE,FALSE,1,1,FALSE,0.15,TRUE,Life Event,30/06/2024,v1.0
P005644,C001088,51,M,Married,2,DE,Mid,Term,96000,46.12,Quarterly,01/11/2023,,8,0,Agent,A1093,FALSE,,TRUE,3,FALSE,FALSE,0,3,TRUE,0.05,FALSE,,30/06/2024,v1.0
P005645,C002402,37,F,Married,0,US,Low,Term,121000,108.61,Monthly,01/01/2016,,103,8,Employer,,FALSE,,FALSE,1,FALSE,TRUE,1,2,FALSE,0.14,FALSE,,30/06/2024,v1.0
P005646,C000799,19,M,Widowed,3,US,Mid,Universal,127000,136.54,Monthly,12/06/2022,,24,2,Agent,A1008,FALSE,,TRUE,0,FALSE,FALSE,4,1,FALSE,0.1,FALSE,,30/06/2024,v1.0
P005647,C002873,40,U,Widowed,0,IT,Low,Universal,135000,208.04,Monthly,17/11/2017,08/02/2025,88,7,Agent,A1069,FALSE,,FALSE,0,FALSE,FALSE,0,3,FALSE,-0.04,TRUE,Price,30/06/2024,v1.0
P005648,C001151,56,M,Married,0,UK,Low,Term,455000,306.32,Monthly,04/04/2023,18/05/2026,38,3,Agent,A1046,TRUE,0.22,FALSE,0,FALSE,FALSE,0,0,FALSE,0.03,TRUE,Life Event,30/06/2024,v1.0
P005649,C002445,40,M,Divorced,1,US,Low,Term,90000,63.47,Annual,27/06/2016,15/07/2024,98,8,Bank,,TRUE,0.07,FALSE,0,FALSE,FALSE,2,1,FALSE,-0.04,TRUE,Life Event,30/06/2024,v1.0
P005650,C001956,65,M,Married,0,US,Low,Term,541000,265.52,Quarterly,07/11/2023,,7,0,Bank,,FALSE,,FALSE,0,FALSE,FALSE,2,0,FALSE,0.06,FALSE,,30/06/2024,v1.0
P005651,C002927,50,M,Married,3,UK,Low,Universal,220000,215.07,Quarterly,19/03/2020,,52,4,Agent,A1074,FALSE,,TRUE,1,FALSE,TRUE,2,1,FALSE,0.13,FALSE,,30/06/2024,v1.0
P005652,C000462,49,F,Single,1,US,Mid,Whole,71000,90.58,Monthly,11/02/2012,,150,12,Agent,A1030,FALSE,,FALSE,0,FALSE,FALSE,2,2,FALSE,0,FALSE,,30/06/2024,v1.0
P005653,C001774,43,F,Married,2,DE,Low,Whole,117000,135.96,Monthly,14/04/2018,,75,6,Bank,,FALSE,,FALSE,2,FALSE,FALSE,0,1,FALSE,-0.19,FALSE,,30/06/2024,v1.0
P005654,C002045,44,F,Divorced,1,FR,High,Universal,77000,84.02,Monthly,31/01/2016,,102,8,Agent,A1027,TRUE,0.22,TRUE,1,TRUE,FALSE,2,1,FALSE,0.08,FALSE,,30/06/2024,v1.0
P005655,C000807,41,M,Married,3,US,Ultra,Whole,207000,271.23,Quarterly,23/10/2020,,44,3,Agent,A1037,FALSE,,TRUE,2,FALSE,FALSE,0,0,FALSE,0.04,FALSE,,30/06/2024,v1.0
P005656,C000186,41,M,Married,0,ES,Low,Term,378000,363.22,Monthly,11/06/2023,,12,1,Online,,TRUE,0.12,FALSE,0,FALSE,FALSE,1,2,FALSE,0.09,FALSE,,30/06/2024,v1.0
P005657,C001743,51,F,Single,2,IT,Low,Term,265000,213.58,Monthly,27/06/2014,,121,10,Online,,FALSE,,FALSE,0,FALSE,FALSE,1,0,FALSE,0.08,FALSE,,30/06/2024,v1.0
P005658,C000731,33,M,Married,0,US,Low,Universal,74000,80.87,Monthly,04/11/2018,,68,5,Agent,A1051,TRUE,0.16,TRUE,1,FALSE,TRUE,0,1,FALSE,-0.01,FALSE,,30/06/2024,v1.0
P005659,C001935,32,F,Single,1,US,High,Whole,492000,672.59,Monthly,26/04/2014,,123,10,Online,,FALSE,,FALSE,0,FALSE,FALSE,0,2,FALSE,-0.07,FALSE,,30/06/2024,v1.0
P005660,C001213,31,F,Single,1,US,Mid,Universal,72000,85.22,Monthly,24/04/2022,,26,2,Online,,TRUE,0.14,FALSE,0,FALSE,FALSE,0,0,FALSE,0.08,FALSE,,30/06/2024,v1.0
P005661,C001411,69,M,Married,2,US,Mid,Universal,80000,72.21,Annual,24/10/2015,,105,8,Agent,A1014,FALSE,,TRUE,3,FALSE,FALSE,2,2,FALSE,-0.12,FALSE,,30/06/2024,v1.0
P005662,C000428,51,F,Married,1,US,High,Term,313000,291.37,Monthly,21/02/2021,,40,3,Employer,,FALSE,,TRUE,1,TRUE,FALSE,1,1,FALSE,0.13,FALSE,,30/06/2024,v1.0
P005663,C002905,48,F,Married,1,US,High,Term,308000,204.55,Quarterly,11/11/2020,,44,3,Employer,,FALSE,,FALSE,0,FALSE,FALSE,0,2,FALSE,-0.03,FALSE,,30/06/2024,v1.0
P005664,C001307,32,F,Married,0,US,High,Whole,372000,311.35,Annual,07/04/2011,,161,13,Agent,A1052,FALSE,,FALSE,0,FALSE,FALSE,0,1,FALSE,-0.12,FALSE,,30/06/2024,v1.0
P005665,C002284,52,M,Single,2,US,High,Term,152000,111.61,Monthly,23/04/2014,,124,10,Agent,A1093,FALSE,,FALSE,0,FALSE,FALSE,2,0,FALSE,-0.06,FALSE,,30/06/2024,v1.0
P005666,C001217,43,M,Single,0,US,High,Term,142000,91.5,Annual,18/09/2014,,119,9,Agent,A1068,TRUE,0.07,FALSE,0,FALSE,FALSE,2,0,FALSE,-0.04,FALSE,,30/06/2024,v1.0
P005667,C001310,47,M,Divorced,0,US,High,Term,66000,53.2,Monthly,20/07/2020,,48,4,Agent,A1088,FALSE,,TRUE,0,TRUE,FALSE,0,0,FALSE,0.23,FALSE,,30/06/2024,v1.0
P005668,C000770,33,M,Single,1,US,Mid,Whole,208000,256.5,Annual,26/08/2022,,22,1,Online,,FALSE,,FALSE,0,FALSE,FALSE,1,2,FALSE,-0.02,FALSE,,30/06/2024,v1.0
P005669,C000757,46,M,Single,0,US,Ultra,Universal,94000,102.11,Annual,26/09/2023,,9,0,Agent,A1023,FALSE,,FALSE,0,FALSE,FALSE,0,1,TRUE,0.09,FALSE,,30/06/2024,v1.0
P005670,C000135,39,F,Divorced,2,ES,Mid,Term,132000,68.77,Annual,06/07/2017,,85,7,Agent,A1086,FALSE,,FALSE,0,FALSE,FALSE,0,2,FALSE,0.04,FALSE,,30/06/2024,v1.0
P005671,C000791,35,F,Widowed,1,US,Mid,Whole,1047000,1371.33,Monthly,09/03/2010,,174,14,Agent,A1030,FALSE,,FALSE,0,FALSE,FALSE,0,1,FALSE,0,FALSE,,30/06/2024,v1.0
P005672,C000170,53,F,Married,0,IT,Mid,Whole,263000,360.76,Annual,16/02/2023,05/06/2025,28,2,Bank,,TRUE,0.07,FALSE,0,FALSE,FALSE,0,1,FALSE,0.12,TRUE,Unknown,30/06/2024,v1.0
P005673,C002206,26,M,Single,0,US,Mid,Whole,97000,84.27,Annual,11/09/2017,30/08/2025,97,8,Agent,A1026,FALSE,,TRUE,2,FALSE,TRUE,1,0,TRUE,-0.04,TRUE,Price,30/06/2024,v1.0
P005674,C002248,51,F,Single,1,UK,,Whole,501000,533.87,Quarterly,18/04/2020,,51,4,Online,,TRUE,0.07,TRUE,1,FALSE,TRUE,1,1,TRUE,-0.12,FALSE,,30/06/2024,v1.0
P005675,C001580,53,M,Widowed,1,US,High,Term,384000,311.02,Monthly,03/09/2012,04/06/2018,70,5,Agent,A1011,FALSE,,FALSE,0,FALSE,FALSE,0,3,FALSE,-0.02,TRUE,Price,30/06/2024,v1.0
P005676,C000961,34,F,Divorced,1,FR,Low,Term,409000,217.19,Monthly,19/12/2018,,67,5,Agent,A1086,FALSE,,TRUE,1,FALSE,FALSE,3,0,FALSE,0.1,FALSE,,30/06/2024,v1.0
P005677,C002630,35,U,Married,2,US,High,Term,107000,63.11,Monthly,03/01/2010,,176,14,Employer,,FALSE,,FALSE,0,FALSE,FALSE,1,2,FALSE,0.07,FALSE,,30/06/2024,v1.0
P005678,C000875,42,F,Single,1,ES,Low,Universal,139000,152.7,Quarterly,23/12/2018,,67,5,Online,,FALSE,,TRUE,1,TRUE,FALSE,0,1,FALSE,0.06,FALSE,,30/06/2024,v1.0
P005679,C002418,48,U,Single,1,US,Low,Term,62000,52.48,Monthly,23/07/2011,,157,13,Agent,A1011,FALSE,,FALSE,0,FALSE,FALSE,1,0,FALSE,0.14,FALSE,,30/06/2024,v1.0
P005680,C000102,43,F,Single,0,US,High,Universal,447000,439,Annual,10/09/2013,,131,10,Online,,FALSE,,TRUE,1,FALSE,TRUE,1,3,FALSE,0.09,FALSE,,30/06/2024,v1.0
P005681,C001001,50,M,Married,2,US,Low,Term,164000,131.96,Monthly,14/07/2020,,48,4,Agent,A1056,FALSE,,FALSE,0,FALSE,FALSE,0,0,FALSE,-0.09,FALSE,,30/06/2024,v1.0
P005682,C001148,66,M,Single,2,FR,High,Whole,80000,91.15,Monthly,03/11/2019,,56,4,Agent,A1018,FALSE,,TRUE,2,FALSE,FALSE,1,1,FALSE,0,FALSE,,30/06/2024,v1.0
P005683,C002845,38,M,Widowed,3,ES,Low,Whole,668000,871.35,Monthly,03/01/2010,,176,14,Employer,,TRUE,0.09,FALSE,0,FALSE,FALSE,2,1,TRUE,-0.02,FALSE,,30/06/2024,v1.0
P005684,C001481,24,M,Single,2,US,High,Whole,131000,181.94,Quarterly,19/01/2024,07/06/2026,29,2,Bank,,FALSE,,TRUE,0,FALSE,FALSE,2,0,FALSE,0.04,TRUE,Price,30/06/2024,v1.0
P005685,C000657,54,F,Married,3,FR,Low,Term,114000,66.85,Monthly,19/04/2017,,87,7,Agent,A1038,FALSE,,FALSE,0,FALSE,FALSE,2,2,TRUE,0,FALSE,,30/06/2024,v1.0
P005686,C002929,65,M,Single,0,DE,Low,Term,72000,64.45,Monthly,15/05/2019,,62,5,Bank,,TRUE,0.09,FALSE,0,FALSE,FALSE,1,0,FALSE,0.14,FALSE,,30/06/2024,v1.0
P005687,C001220,49,F,Married,0,UK,High,Term,64000,38.61,Monthly,26/02/2012,,150,12,Agent,A1053,FALSE,,FALSE,0,FALSE,FALSE,1,0,FALSE,-0.03,FALSE,,30/06/2024,v1.0
P005688,C002780,31,M,Single,1,DE,Low,Whole,276000,371.78,Quarterly,05/07/2012,,145,12,Agent,A1061,FALSE,,TRUE,0,FALSE,FALSE,0,1,TRUE,0.15,FALSE,,30/06/2024,v1.0
P005689,C000422,43,M,Married,2,US,High,Whole,129000,139.5,Quarterly,17/05/2013,06/07/2015,26,2,Online,,FALSE,,FALSE,0,FALSE,FALSE,0,3,FALSE,-0.04,TRUE,Life Event,30/06/2024,v1.0
P005690,C002619,31,U,Married,1,US,High,Term,52000,37.15,Monthly,10/09/2018,25/07/2027,108,9,Agent,A1019,FALSE,,TRUE,3,FALSE,TRUE,0,1,FALSE,0.01,TRUE,Life Event,30/06/2024,v1.0
P005691,C000170,52,M,Single,3,FR,Low,Term,300000,188.34,Monthly,14/11/2014,,117,9,Agent,A1007,TRUE,0.07,FALSE,0,FALSE,FALSE,0,1,FALSE,0.12,FALSE,,30/06/2024,v1.0
P005692,C002220,28,F,Divorced,0,US,Mid,Term,213000,243.71,Monthly,27/11/2010,,165,13,Online,,FALSE,,FALSE,0,FALSE,FALSE,0,2,FALSE,0.16,FALSE,,30/06/2024,v1.0
P005693,C002710,41,F,Married,0,IT,Low,Term,524000,426.41,Monthly,25/06/2011,,158,13,Bank,,FALSE,,FALSE,0,FALSE,FALSE,0,2,FALSE,0.02,FALSE,,30/06/2024,v1.0
P005694,C000452,32,M,Widowed,2,FR,,Term,116000,97.6,Quarterly,07/12/2021,25/02/2024,27,2,Online,,TRUE,0.21,FALSE,0,FALSE,FALSE,3,2,FALSE,0.1,TRUE,Unknown,30/06/2024,v1.0
P005695,C002397,46,F,Divorced,2,IT,Mid,Universal,154000,112.76,Quarterly,28/09/2015,,106,8,Agent,A1054,FALSE,,FALSE,0,FALSE,FALSE,0,1,FALSE,0.07,FALSE,,30/06/2024,v1.0
P005696,C001975,40,M,Widowed,0,US,Mid,Whole,244000,365.35,Monthly,04/05/2011,11/01/2021,118,9,Agent,A1081,FALSE,,FALSE,0,FALSE,FALSE,0,0,FALSE,0.04,TRUE,Replacement,30/06/2024,v1.0
P005697,C001657,47,F,Single,1,US,Ultra,Term,165000,147.19,Monthly,21/04/2022,,26,2,Agent,A1020,TRUE,0.13,TRUE,2,FALSE,FALSE,0,2,FALSE,0.06,FALSE,,30/06/2024,v1.0
P005698,C002541,45,F,Single,1,US,Low,Term,179000,139.5,Monthly,31/01/2020,,53,4,Agent,A1019,FALSE,,FALSE,0,FALSE,FALSE,0,0,FALSE,0.08,FALSE,,30/06/2024,v1.0
P005699,C002667,33,M,Widowed,1,ES,Low,Term,120000,78.88,Quarterly,07/08/2014,,120,10,Online,,TRUE,0.25,FALSE,0,FALSE,FALSE,0,0,FALSE,-0.1,FALSE,,30/06/2024,v1.0
P005700,C002966,52,F,Married,1,US,Mid,Term,42000,27.94,Monthly,20/02/2015,,113,9,Agent,A1029,TRUE,0.23,FALSE,0,FALSE,FALSE,0,1,FALSE,-0.1,FALSE,,30/06/2024,v1.0
P005701,C002053,44,M,Single,0,US,Low,Whole,257000,371.99,Monthly,14/09/2023,,9,0,Agent,A1021,FALSE,,TRUE,0,FALSE,FALSE,2,1,FALSE,0,FALSE,,30/06/2024,v1.0
P005702,C000287,33,F,Married,1,US,Mid,Term,224000,149.22,Monthly,14/04/2011,,160,13,Bank,,FALSE,,FALSE,0,FALSE,FALSE,1,3,TRUE,-0.03,FALSE,,30/06/2024,v1.0
P005703,C001641,71,F,Single,0,US,Mid,Term,119000,94.92,Monthly,20/04/2012,,148,12,Agent,A1052,FALSE,,FALSE,0,FALSE,FALSE,0,2,FALSE,-0.06,FALSE,,30/06/2024,v1.0
P005704,C001447,50,F,Married,4,US,High,Term,855000,628.81,Annual,12/06/2019,,61,5,Online,,FALSE,,FALSE,0,FALSE,FALSE,0,1,FALSE,0.05,FALSE,,30/06/2024,v1.0
P005705,C001913,43,F,Divorced,2,US,Mid,Term,107000,101.28,Monthly,05/12/2023,,6,0,Agent,A1081,FALSE,,FALSE,0,FALSE,FALSE,1,0,FALSE,0.11,FALSE,,30/06/2024,v1.0
P005706,C000607,61,M,Married,1,US,Mid,Term,97000,72.99,Quarterly,19/05/2021,,37,3,Agent,A1091,TRUE,0.09,FALSE,0,FALSE,FALSE,1,0,FALSE,-0.13,FALSE,,30/06/2024,v1.0
P005707,C000456,67,U,Single,0,ES,Mid,Whole,287000,293.94,Annual,21/07/2012,,145,12,Agent,A1072,FALSE,,FALSE,0,FALSE,FALSE,3,1,TRUE,0.01,FALSE,,30/06/2024,v1.0
P005708,C001764,43,M,Married,2,DE,High,Universal,177000,212.72,Monthly,03/10/2017,,82,6,Agent,A1005,FALSE,,TRUE,1,TRUE,FALSE,0,1,FALSE,-0.01,FALSE,,30/06/2024,v1.0
P005709,C001225,49,F,Married,0,DE,,Term,50000,43.07,Monthly,29/05/2018,25/08/2024,76,6,Online,,FALSE,,FALSE,0,FALSE,FALSE,1,2,FALSE,0.11,TRUE,Unknown,30/06/2024,v1.0
P005710,C001235,33,M,Married,1,US,Low,Whole,367000,373.65,Monthly,22/12/2019,10/01/2022,25,2,Agent,A1037,TRUE,0.23,TRUE,1,TRUE,FALSE,1,0,FALSE,0.11,TRUE,Unknown,30/06/2024,v1.0
P005711,C001029,43,U,Single,3,FR,Mid,Whole,153000,177.38,Quarterly,12/06/2014,,122,10,Online,,FALSE,,FALSE,0,FALSE,FALSE,0,1,FALSE,0.02,FALSE,,30/06/2024,v1.0
P005712,C002671,42,F,Married,1,IT,Mid,Whole,500000,486,Annual,25/10/2020,,44,3,Online,,FALSE,,TRUE,3,FALSE,FALSE,2,1,FALSE,-0.01,FALSE,,30/06/2024,v1.0
P005713,C002423,47,F,Married,4,ES,Mid,Whole,278000,366.58,Quarterly,10/03/2012,,149,12,Employer,,FALSE,,TRUE,2,FALSE,FALSE,1,0,FALSE,0.17,FALSE,,30/06/2024,v1.0
P005714,C000446,48,M,Married,2,US,,Universal,127000,82.01,Quarterly,06/07/2019,,60,5,Online,,TRUE,0.19,TRUE,0,FALSE,TRUE,1,1,TRUE,-0.02,FALSE,,30/06/2024,v1.0
P005715,C000834,51,F,Divorced,1,IT,High,Term,366000,221.78,Annual,04/06/2012,,146,12,Online,,FALSE,,FALSE,0,FALSE,FALSE,1,0,FALSE,0.06,FALSE,,30/06/2024,v1.0
P005716,C000810,47,F,Married,2,US,Low,Term,102000,76.55,Quarterly,25/01/2019,,66,5,Online,,FALSE,,FALSE,0,FALSE,FALSE,0,0,FALSE,0.08,FALSE,,30/06/2024,v1.0
P005717,C001424,30,F,Single,0,US,Low,Whole,82000,71.95,Annual,08/06/2018,,73,6,Employer,,FALSE,,FALSE,0,FALSE,FALSE,2,1,FALSE,-0.03,FALSE,,30/06/2024,v1.0
P005718,C001411,33,M,Married,1,US,Low,Whole,81000,106.62,Monthly,17/12/2022,,18,1,Bank,,FALSE,,TRUE,0,TRUE,FALSE,0,0,FALSE,0.12,FALSE,,30/06/2024,v1.0
P005719,C000958,38,F,Married,0,DE,Low,Term,178000,144.78,Monthly,03/05/2018,,75,6,Online,,FALSE,,FALSE,2,FALSE,TRUE,1,2,FALSE,0,FALSE,,30/06/2024,v1.0
P005720,C001475,41,M,Single,1,UK,Low,Whole,751000,584.95,Quarterly,15/03/2017,,88,7,Agent,A1053,FALSE,,FALSE,0,FALSE,FALSE,0,1,FALSE,0.06,FALSE,,30/06/2024,v1.0
P005721,C002896,57,M,Married,2,US,High,Term,136000,104.58,Monthly,14/07/2019,,60,5,Agent,A1019,TRUE,0.14,FALSE,0,FALSE,FALSE,0,0,FALSE,0.02,FALSE,,30/06/2024,v1.0
P005722,C000808,31,M,Single,1,FR,Ultra,Universal,255000,226.23,Quarterly,27/06/2012,,146,12,Bank,,FALSE,,TRUE,1,FALSE,FALSE,1,1,FALSE,-0.08,FALSE,,30/06/2024,v1.0
P005723,C000978,40,M,Single,0,US,Mid,Whole,261000,295.94,Monthly,25/08/2014,,119,9,Employer,,TRUE,0.19,FALSE,0,FALSE,FALSE,0,0,FALSE,-0.15,FALSE,,30/06/2024,v1.0
P005724,C002463,56,M,Divorced,1,US,Low,Term,112000,99.14,Monthly,26/10/2010,,166,13,Employer,,FALSE,,FALSE,0,FALSE,FALSE,0,1,FALSE,0.07,FALSE,,30/06/2024,v1.0
P005725,C000725,41,M,Divorced,1,US,High,Whole,66000,94.61,Annual,02/04/2020,31/05/2026,75,6,Agent,A1033,FALSE,,TRUE,1,TRUE,FALSE,0,0,FALSE,0.22,TRUE,Life Event,30/06/2024,v1.0
P005726,C002501,50,M,Married,0,UK,Low,Term,169000,143.84,Monthly,07/02/2022,,29,2,Online,,FALSE,,TRUE,1,FALSE,FALSE,1,1,FALSE,-0.1,FALSE,,30/06/2024,v1.0
P005727,C001216,43,F,Married,3,US,Low,Term,263000,203.09,Quarterly,27/08/2014,,119,9,Online,,FALSE,,FALSE,0,FALSE,FALSE,1,0,FALSE,-0.07,FALSE,,30/06/2024,v1.0
P005728,C002197,48,F,Divorced,0,US,Low,Universal,206000,167.67,Monthly,22/02/2020,,53,4,Agent,A1075,TRUE,0.18,FALSE,0,FALSE,FALSE,1,0,FALSE,0.07,FALSE,,30/06/2024,v1.0
P005729,C001903,42,M,Widowed,2,ES,Mid,Term,118000,76.34,Quarterly,18/12/2018,,67,5,Agent,A1053,FALSE,,TRUE,0,TRUE,FALSE,0,0,FALSE,-0.01,FALSE,,30/06/2024,v1.0
P005730,C002806,53,F,Married,2,IT,High,Term,104000,82.79,Monthly,03/02/2015,,114,9,Agent,A1041,FALSE,,TRUE,0,FALSE,FALSE,0,3,FALSE,0,FALSE,,30/06/2024,v1.0
P005731,C000778,26,F,Married,3,US,High,Whole,135000,156.36,Monthly,25/09/2012,,143,11,Online,,FALSE,,FALSE,2,FALSE,FALSE,0,1,FALSE,0.06,FALSE,,30/06/2024,v1.0
P005732,C000972,40,F,Married,1,UK,Mid,Whole,132000,217.42,Quarterly,24/12/2010,,164,13,Agent,A1027,FALSE,,FALSE,0,FALSE,FALSE,1,0,TRUE,0,FALSE,,30/06/2024,v1.0
P005733,C002810,48,M,Single,2,US,Mid,Term,155000,117.58,Monthly,18/10/2014,,118,9,Agent,A1089,TRUE,0.21,FALSE,0,FALSE,FALSE,0,0,FALSE,0.1,FALSE,,30/06/2024,v1.0
P005734,C001538,51,M,Married,0,UK,Low,Whole,188000,304.29,Monthly,15/07/2016,,96,8,Agent,A1072,TRUE,0.12,TRUE,0,FALSE,TRUE,0,0,FALSE,-0.11,FALSE,,30/06/2024,v1.0
P005735,C001416,62,U,Married,2,US,Mid,Term,214000,177.1,Monthly,01/08/2012,,145,12,Agent,A1048,TRUE,0.18,FALSE,0,FALSE,FALSE,1,1,FALSE,-0.01,FALSE,,30/06/2024,v1.0
P005736,C002123,40,M,Divorced,0,US,High,Whole,106000,149.8,Monthly,10/02/2010,11/12/2015,71,5,Online,,FALSE,,FALSE,2,FALSE,TRUE,0,0,FALSE,-0.15,TRUE,Life Event,30/06/2024,v1.0
P005737,C000598,62,M,Divorced,1,US,Mid,Term,147000,98.04,Annual,22/07/2012,08/10/2020,100,8,Online,,FALSE,,FALSE,0,FALSE,FALSE,2,0,TRUE,0.06,TRUE,Life Event,30/06/2024,v1.0
P005738,C000224,37,M,Single,1,US,Low,Whole,205000,348.45,Monthly,24/02/2021,,40,3,Agent,A1091,FALSE,,FALSE,0,FALSE,FALSE,1,0,FALSE,-0.12,FALSE,,30/06/2024,v1.0
